Running Env Steps,Real Det Return,Itration,Running Forward KL,Running Update Time,Real Sto Return,Reward Loss,Running Reverse KL,q,clip,folder,episode,environment,seed
665000,2957.92,133,17.1559,133,2840.94,-527.01953125,16.5844,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed42_qstd1.0,665000,Hopper-v5,42
670000,3164.29,134,16.7088,134,2847.47,-522.4209594726562,17.7506,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed42_qstd1.0,670000,Hopper-v5,42
675000,3202.42,135,16.5524,135,2876.52,-500.7891540527344,13.2955,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed42_qstd1.0,675000,Hopper-v5,42
680000,3114.15,136,15.8207,136,2977.29,-503.9812316894531,14.5708,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed42_qstd1.0,680000,Hopper-v5,42
685000,3170.98,137,16.8235,137,2831.57,-509.7262268066406,14.399,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed42_qstd1.0,685000,Hopper-v5,42
690000,3211.32,138,16.0319,138,2526.89,-530.6576538085938,16.9034,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed42_qstd1.0,690000,Hopper-v5,42
695000,3192.47,139,16.4518,139,2660.11,-528.1427612304688,25.4003,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed42_qstd1.0,695000,Hopper-v5,42
700000,3172.69,140,15.7039,140,3151.25,-523.78515625,14.4322,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed42_qstd1.0,700000,Hopper-v5,42
705000,3187.1,141,16.1572,141,2880.56,-532.078369140625,13.8601,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed42_qstd1.0,705000,Hopper-v5,42
710000,3189.92,142,16.4551,142,2721.31,-562.7296142578125,13.3513,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed42_qstd1.0,710000,Hopper-v5,42
715000,3204.97,143,16.7333,143,2885.22,-551.3584594726562,12.7414,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed42_qstd1.0,715000,Hopper-v5,42
720000,3183.9,144,16.4195,144,2917.46,-545.8351440429688,14.6492,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed42_qstd1.0,720000,Hopper-v5,42
725000,3185.46,145,16.5132,145,3018.24,-542.424072265625,14.4947,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed42_qstd1.0,725000,Hopper-v5,42
730000,3184.11,146,16.1053,146,3171.25,-525.318359375,12.8053,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed42_qstd1.0,730000,Hopper-v5,42
735000,3184.08,147,16.2133,147,3066.97,-553.896240234375,13.1729,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed42_qstd1.0,735000,Hopper-v5,42
740000,3166.29,148,16.0489,148,3148.46,-555.8869018554688,18.0057,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed42_qstd1.0,740000,Hopper-v5,42
745000,3185.66,149,15.9982,149,3033.59,-554.7802734375,13.0121,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed42_qstd1.0,745000,Hopper-v5,42
750000,3197.56,150,16.4185,150,2877.15,-566.7324829101562,15.3138,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed42_qstd1.0,750000,Hopper-v5,42
755000,3204.5,151,16.4837,151,2838.83,-584.7706909179688,14.6818,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed42_qstd1.0,755000,Hopper-v5,42
760000,3174.26,152,16.048,152,3156.89,-578.9098510742188,14.4156,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed42_qstd1.0,760000,Hopper-v5,42
765000,3184.35,153,16.4352,153,3101.06,-568.979736328125,12.9034,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed42_qstd1.0,765000,Hopper-v5,42
770000,3206.72,154,16.6605,154,2995.57,-594.2620239257812,16.0766,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed42_qstd1.0,770000,Hopper-v5,42
775000,3185.65,155,16.2055,155,2990.86,-609.0691528320312,13.735,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed42_qstd1.0,775000,Hopper-v5,42
780000,3188.13,156,15.76,156,3183.54,-611.4043579101562,12.9046,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed42_qstd1.0,780000,Hopper-v5,42
785000,3180.61,157,16.0911,157,3106.39,-586.8570556640625,13.409,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed42_qstd1.0,785000,Hopper-v5,42
790000,3185.84,158,15.6554,158,3037.65,-614.0441284179688,12.9439,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed42_qstd1.0,790000,Hopper-v5,42
795000,3192.06,159,16.4518,159,3169.48,-626.1373291015625,13.1116,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed42_qstd1.0,795000,Hopper-v5,42
800000,3206.75,160,16.2802,160,2660.64,-609.6146240234375,13.5237,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed42_qstd1.0,800000,Hopper-v5,42
805000,3193.91,161,16.2958,161,2941.7,-641.7167358398438,16.0566,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed42_qstd1.0,805000,Hopper-v5,42
810000,3180.41,162,16.0926,162,3127.35,-639.1129760742188,13.4942,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed42_qstd1.0,810000,Hopper-v5,42
815000,3177.55,163,15.6345,163,3084.05,-609.3363647460938,12.7487,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed42_qstd1.0,815000,Hopper-v5,42
820000,3183.01,164,15.8999,164,3107.4,-619.7985229492188,13.5086,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed42_qstd1.0,820000,Hopper-v5,42
825000,3185.76,165,15.9042,165,3144.35,-643.4724731445312,14.4114,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed42_qstd1.0,825000,Hopper-v5,42
830000,3187.71,166,15.8331,166,2866.31,-654.5677490234375,13.5276,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed42_qstd1.0,830000,Hopper-v5,42
835000,3170.75,167,15.4657,167,3162.67,-634.293212890625,13.0649,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed42_qstd1.0,835000,Hopper-v5,42
840000,3187.99,168,15.9279,168,3004.73,-664.5620727539062,14.649,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed42_qstd1.0,840000,Hopper-v5,42
845000,3201.97,169,15.5659,169,2979.83,-660.1771240234375,13.5517,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed42_qstd1.0,845000,Hopper-v5,42
850000,3201.03,170,16.2504,170,2974.56,-678.9600830078125,15.4274,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed42_qstd1.0,850000,Hopper-v5,42
855000,3202.48,171,15.8997,171,3053.22,-674.071533203125,12.5339,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed42_qstd1.0,855000,Hopper-v5,42
860000,3181.83,172,15.6683,172,3110.72,-682.3344116210938,12.4363,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed42_qstd1.0,860000,Hopper-v5,42
865000,3179.25,173,16.1538,173,2923.36,-688.1176147460938,14.5925,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed42_qstd1.0,865000,Hopper-v5,42
870000,3154.07,174,16.2123,174,2988.31,-696.5315551757812,13.2003,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed42_qstd1.0,870000,Hopper-v5,42
875000,3211.97,175,15.8603,175,3171.27,-699.9232788085938,15.5999,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed42_qstd1.0,875000,Hopper-v5,42
880000,3183.85,176,15.5512,176,2764.8,-692.240966796875,11.8854,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed42_qstd1.0,880000,Hopper-v5,42
885000,3175.05,177,15.691,177,3078.83,-702.1795654296875,12.2315,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed42_qstd1.0,885000,Hopper-v5,42
890000,3189.11,178,16.089,178,2998.46,-723.8944702148438,14.7932,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed42_qstd1.0,890000,Hopper-v5,42
895000,3178.97,179,15.7339,179,3070.51,-684.9686889648438,12.3062,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed42_qstd1.0,895000,Hopper-v5,42
900000,3194.76,180,15.5871,180,2907.23,-715.947021484375,12.363,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed42_qstd1.0,900000,Hopper-v5,42
905000,3192.46,181,15.6634,181,2869.78,-720.9044799804688,11.4696,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed42_qstd1.0,905000,Hopper-v5,42
910000,3185.89,182,15.6337,182,2678.29,-744.3096313476562,12.499,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed42_qstd1.0,910000,Hopper-v5,42
915000,3188.34,183,15.0278,183,3059.15,-707.7161254882812,11.6633,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed42_qstd1.0,915000,Hopper-v5,42
920000,3166.7,184,15.7861,184,3117.15,-736.5281982421875,12.9387,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed42_qstd1.0,920000,Hopper-v5,42
925000,3199.13,185,15.3063,185,2987.7,-744.1273803710938,13.8224,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed42_qstd1.0,925000,Hopper-v5,42
930000,3169.8,186,15.527,186,3067.37,-742.4862060546875,12.6588,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed42_qstd1.0,930000,Hopper-v5,42
935000,3189.84,187,15.7253,187,2858.7,-749.8291625976562,12.5188,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed42_qstd1.0,935000,Hopper-v5,42
940000,3189.52,188,15.5884,188,3072.88,-757.5601806640625,12.493,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed42_qstd1.0,940000,Hopper-v5,42
945000,3187.04,189,15.4902,189,3088.13,-758.2517700195312,13.9911,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed42_qstd1.0,945000,Hopper-v5,42
950000,3184.24,190,15.1752,190,2925.87,-770.1416015625,11.9879,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed42_qstd1.0,950000,Hopper-v5,42
955000,3209.0,191,15.1894,191,3132.06,-774.878662109375,12.3918,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed42_qstd1.0,955000,Hopper-v5,42
960000,3189.09,192,15.5795,192,3126.97,-778.9866943359375,12.5041,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed42_qstd1.0,960000,Hopper-v5,42
965000,3192.5,193,15.4,193,2827.58,-777.5130004882812,12.0073,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed42_qstd1.0,965000,Hopper-v5,42
970000,3184.96,194,15.7972,194,3075.37,-811.5922241210938,13.3134,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed42_qstd1.0,970000,Hopper-v5,42
975000,3186.48,195,15.1917,195,3026.03,-801.3400268554688,12.8233,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed42_qstd1.0,975000,Hopper-v5,42
980000,3193.96,196,16.026,196,3020.61,-819.17529296875,13.6801,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed42_qstd1.0,980000,Hopper-v5,42
985000,3175.39,197,15.217,197,3029.2,-807.78564453125,12.5691,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed42_qstd1.0,985000,Hopper-v5,42
990000,3203.03,198,15.8684,198,2506.02,-872.6782836914062,15.5827,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed42_qstd1.0,990000,Hopper-v5,42
995000,3196.92,199,16.5988,199,2356.94,-854.3383178710938,16.7843,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed42_qstd1.0,995000,Hopper-v5,42
0,181.1,0,27.8017,0,183.66,80.41402435302734,19.5931,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_45_q1_seed456_qstd1.0,0,Hopper-v5,456
5000,221.85,1,27.4315,1,227.42,59.3414192199707,20.0179,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_45_q1_seed456_qstd1.0,5000,Hopper-v5,456
10000,219.51,2,27.2113,2,222.0,52.13725662231445,19.5086,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_45_q1_seed456_qstd1.0,10000,Hopper-v5,456
15000,248.76,3,26.8602,3,245.37,44.94886016845703,20.1538,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_45_q1_seed456_qstd1.0,15000,Hopper-v5,456
20000,270.72,4,24.8696,4,269.17,30.82626342773437,26.109,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_45_q1_seed456_qstd1.0,20000,Hopper-v5,456
25000,85.35,5,22.7758,5,131.83,-2.33536958694458,54.6445,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_45_q1_seed456_qstd1.0,25000,Hopper-v5,456
30000,310.96,6,24.8544,6,309.65,-5.330383777618408,49.8808,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_45_q1_seed456_qstd1.0,30000,Hopper-v5,456
35000,312.32,7,22.2954,7,306.95,-13.84622573852539,43.4152,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_45_q1_seed456_qstd1.0,35000,Hopper-v5,456
40000,464.64,8,19.811,8,459.98,-21.273120880126957,33.6042,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_45_q1_seed456_qstd1.0,40000,Hopper-v5,456
45000,204.78,9,20.7854,9,479.24,-32.6077880859375,46.4939,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_45_q1_seed456_qstd1.0,45000,Hopper-v5,456
50000,394.69,10,22.0217,10,359.57,13.898447036743164,37.6803,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_45_q1_seed456_qstd1.0,50000,Hopper-v5,456
55000,762.02,11,20.7769,11,692.03,-21.82479858398437,34.1761,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_45_q1_seed456_qstd1.0,55000,Hopper-v5,456
60000,1062.91,12,19.7633,12,1031.71,-29.890119552612305,22.5031,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_45_q1_seed456_qstd1.0,60000,Hopper-v5,456
65000,1120.4,13,20.2676,13,883.52,-61.257205963134766,28.0093,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_45_q1_seed456_qstd1.0,65000,Hopper-v5,456
70000,902.79,14,20.3223,14,1136.22,-60.54191207885742,24.8775,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_45_q1_seed456_qstd1.0,70000,Hopper-v5,456
75000,815.05,15,19.5182,15,1049.09,-38.73366165161133,16.1912,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_45_q1_seed456_qstd1.0,75000,Hopper-v5,456
80000,853.53,16,19.0182,16,1474.23,-44.395164489746094,16.3712,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_45_q1_seed456_qstd1.0,80000,Hopper-v5,456
85000,743.48,17,19.6387,17,1300.9,-66.0428695678711,19.2382,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_45_q1_seed456_qstd1.0,85000,Hopper-v5,456
90000,945.25,18,20.6731,18,901.12,-100.04161071777344,22.644,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_45_q1_seed456_qstd1.0,90000,Hopper-v5,456
95000,2858.81,19,19.312,19,1751.05,-57.27688980102539,16.5578,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_45_q1_seed456_qstd1.0,95000,Hopper-v5,456
100000,2113.68,20,20.1594,20,1478.04,-66.08578491210938,17.6282,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_45_q1_seed456_qstd1.0,100000,Hopper-v5,456
105000,259.0,21,19.4934,21,267.13,-65.69171142578125,44.7751,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_45_q1_seed456_qstd1.0,105000,Hopper-v5,456
110000,950.95,22,19.2647,22,2262.3,-45.04118728637695,15.7601,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_45_q1_seed456_qstd1.0,110000,Hopper-v5,456
115000,1952.63,23,19.1232,23,2416.59,-46.5595588684082,16.4866,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_45_q1_seed456_qstd1.0,115000,Hopper-v5,456
120000,2973.78,24,18.4093,24,2609.58,-70.01461029052734,18.0876,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_45_q1_seed456_qstd1.0,120000,Hopper-v5,456
125000,3246.95,25,18.1391,25,2893.35,-24.86419677734375,15.1932,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_45_q1_seed456_qstd1.0,125000,Hopper-v5,456
130000,3233.61,26,17.305,26,2538.06,-80.4031753540039,17.2076,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_45_q1_seed456_qstd1.0,130000,Hopper-v5,456
135000,3240.29,27,16.4375,27,2953.2,-26.878252029418945,13.971,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_45_q1_seed456_qstd1.0,135000,Hopper-v5,456
140000,3263.17,28,17.5524,28,2863.69,-68.7530517578125,16.1154,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_45_q1_seed456_qstd1.0,140000,Hopper-v5,456
145000,3176.82,29,17.3226,29,3134.84,-28.826295852661133,13.7651,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_45_q1_seed456_qstd1.0,145000,Hopper-v5,456
150000,3051.52,30,17.7871,30,2963.09,-19.694656372070312,14.3354,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_45_q1_seed456_qstd1.0,150000,Hopper-v5,456
155000,3249.07,31,17.3972,31,2992.24,-47.69068908691406,15.4285,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_45_q1_seed456_qstd1.0,155000,Hopper-v5,456
160000,3288.0,32,17.5454,32,2806.91,-37.49555206298828,16.6001,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_45_q1_seed456_qstd1.0,160000,Hopper-v5,456
165000,2887.28,33,15.8034,33,2908.25,-40.83293533325195,11.1818,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_45_q1_seed456_qstd1.0,165000,Hopper-v5,456
170000,3424.81,34,19.5672,34,1895.88,-168.15174865722656,25.0099,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_45_q1_seed456_qstd1.0,170000,Hopper-v5,456
175000,3350.45,35,17.4526,35,3214.31,-24.023801803588867,15.3968,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_45_q1_seed456_qstd1.0,175000,Hopper-v5,456
180000,3351.94,36,16.6027,36,3300.72,-28.666704177856445,14.4974,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_45_q1_seed456_qstd1.0,180000,Hopper-v5,456
185000,3315.37,37,17.0294,37,2650.96,-80.1103744506836,16.6576,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_45_q1_seed456_qstd1.0,185000,Hopper-v5,456
190000,3362.83,38,18.5887,38,1593.73,-131.44505310058594,18.5139,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_45_q1_seed456_qstd1.0,190000,Hopper-v5,456
195000,1120.36,39,19.2382,39,1129.41,-182.7617645263672,20.1411,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_45_q1_seed456_qstd1.0,195000,Hopper-v5,456
200000,3338.54,40,14.1086,40,3279.49,-36.4761962890625,13.9919,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_45_q1_seed456_qstd1.0,200000,Hopper-v5,456
205000,3378.61,41,14.04,41,3187.73,-38.392574310302734,14.1125,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_45_q1_seed456_qstd1.0,205000,Hopper-v5,456
210000,3340.56,42,15.7781,42,3293.26,-29.25202178955078,15.0464,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_45_q1_seed456_qstd1.0,210000,Hopper-v5,456
215000,1287.86,43,17.9965,43,1962.39,-77.58596801757812,24.4334,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_45_q1_seed456_qstd1.0,215000,Hopper-v5,456
220000,3254.16,44,15.8159,44,2978.99,-56.901126861572266,16.6666,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_45_q1_seed456_qstd1.0,220000,Hopper-v5,456
225000,3359.16,45,15.1733,45,3246.25,-59.95112609863281,14.9192,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_45_q1_seed456_qstd1.0,225000,Hopper-v5,456
230000,3389.27,46,16.8614,46,2524.22,-137.64349365234375,38.5786,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_45_q1_seed456_qstd1.0,230000,Hopper-v5,456
235000,3347.52,47,15.0355,47,2900.63,-51.79038619995117,14.5537,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_45_q1_seed456_qstd1.0,235000,Hopper-v5,456
240000,3447.65,48,17.2138,48,2524.56,-124.06874084472656,29.787,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_45_q1_seed456_qstd1.0,240000,Hopper-v5,456
245000,3361.33,49,16.4647,49,2686.95,-112.23900604248048,17.5869,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_45_q1_seed456_qstd1.0,245000,Hopper-v5,456
250000,3353.91,50,15.4581,50,2269.65,-93.64387512207033,21.2158,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_45_q1_seed456_qstd1.0,250000,Hopper-v5,456
255000,3376.67,51,16.3028,51,2516.3,-86.38697814941406,21.2966,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_45_q1_seed456_qstd1.0,255000,Hopper-v5,456
260000,3354.14,52,16.2349,52,2914.49,-123.92350769042967,26.3118,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_45_q1_seed456_qstd1.0,260000,Hopper-v5,456
265000,3358.86,53,17.3693,53,1819.96,-180.63650512695312,30.5708,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_45_q1_seed456_qstd1.0,265000,Hopper-v5,456
270000,3275.39,54,16.0566,54,2701.83,-173.0296173095703,26.6415,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_45_q1_seed456_qstd1.0,270000,Hopper-v5,456
275000,3416.83,55,14.6187,55,3397.42,-55.77498626708984,14.6712,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_45_q1_seed456_qstd1.0,275000,Hopper-v5,456
280000,3394.08,56,17.4895,56,1280.26,-154.15570068359375,12.8948,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_45_q1_seed456_qstd1.0,280000,Hopper-v5,456
285000,1037.25,57,16.9271,57,2012.12,-130.29727172851562,14.3549,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_45_q1_seed456_qstd1.0,285000,Hopper-v5,456
290000,1085.28,58,18.3927,58,984.35,-177.29808044433594,14.7343,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_45_q1_seed456_qstd1.0,290000,Hopper-v5,456
295000,909.13,59,19.3538,59,1016.58,-229.81216430664065,22.8769,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_45_q1_seed456_qstd1.0,295000,Hopper-v5,456
300000,981.19,60,18.6561,60,1116.12,-218.460693359375,16.6308,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_45_q1_seed456_qstd1.0,300000,Hopper-v5,456
305000,3392.46,61,18.2679,61,1502.95,-159.25672912597656,19.0637,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_45_q1_seed456_qstd1.0,305000,Hopper-v5,456
310000,1114.06,62,18.3301,62,1234.46,-196.57159423828125,14.5771,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_45_q1_seed456_qstd1.0,310000,Hopper-v5,456
315000,3361.14,63,15.181,63,2669.25,-145.96522521972656,17.1725,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_45_q1_seed456_qstd1.0,315000,Hopper-v5,456
320000,3364.85,64,14.2135,64,3219.71,-106.68262481689452,16.8429,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_45_q1_seed456_qstd1.0,320000,Hopper-v5,456
325000,3434.01,65,14.8868,65,2889.72,-120.90396881103516,19.249,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_45_q1_seed456_qstd1.0,325000,Hopper-v5,456
330000,3394.74,66,17.6977,66,1336.6,-260.716796875,29.2684,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_45_q1_seed456_qstd1.0,330000,Hopper-v5,456
